사업장명,서비스명,서비스아이디(ID),인허가일자,업종분류,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,영업상태,경도,위도,대표메뉴,영업시간,휴무
동궁찜닭,일반음식점,07_24_04_P,2016-06-17,음식점,053-957-8200,702-894,대구광역시 북구 서변동 1783번지 ,41475,"대구광역시 북구 호국로43길 8-34, 1층 (서변동)",Y,128.5986914,35.9227271,황궁찜닭,"월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
미성참갈비,일반음식점,07_24_04_P,2010-03-10,음식점,053-943-2114,702-894,대구광역시 북구 서변동 1783번지 ,41475,대구광역시 북구 호국로43길 8-34 (서변동),Y,128.5986914,35.9227271,"돼지갈비,삼겹살","월 11:00 - 22:00, 화 11:00 - 22:00, 수 11:00 - 22:00, 목 11:00 - 22:00, 금 11:00 - 22:00, 토 11:00 - 22:00, 일 11:00 - 22:00",
선산대한곱창서변점,일반음식점,07_24_04_P,2017-07-07,음식점,053-955-0719,702-894,대구광역시 북구 서변동 1784번지 ,41475,"대구광역시 북구 호국로43길 8-30, 1층 (서변동)",Y,128.5986506,35.92248244,선산곱창,,
바다양푼이동태탕,일반음식점,07_24_04_P,2015-12-17,음식점,053-243-3815,702-894,대구광역시 북구 서변동 1784번지 ,41475,"대구광역시 북구 호국로43길 8-30, 1층 (서변동)",Y,128.5986506,35.92248244,동태탕,,
국수나무서변점,일반음식점,07_24_04_P,2017-06-21,음식점,053-719-2919,702-894,대구광역시 북구 서변동 1784-3 ,41475,"대구광역시 북구 호국로43길 8-20, 1층 (서변동)",Y,128.5986548,35.92213608,국치정식,"월 11:30 - 21:00, 화 11:30 - 21:00, 수 11:30 - 21:00, 목 11:30 - 21:00, 금 11:30 - 21:00, 토 11:30 - 21:00, 일 11:30 - 21:00",
맘스터치동서변점,일반음식점,07_24_04_P,2018-12-19,음식점,053-281-1001,702-894,대구광역시 북구 서변동 1784-4번지 ,41475,"대구광역시 북구 호국로43길 8-18, 1층 (서변동)",Y,128.5986561,35.92201837,햄버거,"월 11:00 - 22:30, 화 11:00 - 22:30, 수 11:00 - 22:30, 목 11:00 - 22:30, 금 11:00 - 22:30, 토 11:00 - 22:30, 일 11:00 - 22:30",
선산할매곱창(동.서변점),일반음식점,07_24_04_P,2009-10-09,음식점,053-312-9282,702-894,대구광역시 북구 서변동 1784-5번지 ,41475,대구광역시 북구 호국로43길 8-16 (서변동),Y,128.5986573,35.92190067,치킨,"월 12:00 - 23:00, 화 12:00 - 23:00, 수 12:00 - 23:00, 목 12:00 - 23:00, 금 12:00 - 23:00, 토 12:00 - 23:00, 일 12:00 - 23:00",
새파란보스족발,일반음식점,07_24_04_P,2004-12-18,음식점,053-942-7337,702-894,대구광역시 북구 서변동 1784-5번지 ,41475,대구광역시 북구 호국로43길 8-16 (서변동),Y,128.5986573,35.92190067,"족발, 보쌈","월 12:00 - 01:00, 화 12:00 - 01:00, 수 12:00 - 01:00, 목 12:00 - 01:00, 금 12:00 - 01:00, 토 12:00 - 01:00, 일 12:00 - 01:00",
금룡,일반음식점,07_24_04_P,2006-04-25,음식점,053-939-8633,702-894,대구광역시 북구 서변동 1784-6번지 1층 ,41475,"대구광역시 북구 호국로43길 8-14 (서변동,1층)",Y,128.5986585,35.92178297,중식,"월 10:00 - 22:00, 화 10:00 - 22:00, 수 10:00 - 22:00, 목 10:00 - 22:00, 금 10:00 - 22:00, 토 10:00 - 22:00, 일 10:00 - 22:00",
필스크린,일반음식점,07_24_04_P,2011-09-22,음식점,,702-894,대구광역시 북구 서변동 1788-3번지 (2층) ,41476,"대구광역시 북구 호국로43길 7-19 (서변동,(2층))",Y,128.5986429,35.92012202,,,
청송얼음골막걸리서변점,일반음식점,07_24_04_P,2005-10-20,음식점,053-951-1754,702-894,대구광역시 북구 서변동 1788-3번지 ,41476,대구광역시 북구 호국로43길 7-19 (서변동),Y,128.5986429,35.92012202,"전, 막걸리",,
회뜨는아지야,일반음식점,07_24_04_P,2004-03-29,음식점,053-268-2221,702-894,대구광역시 북구 서변동 1788-1번지 ,41476,대구광역시 북구 호국로43길 7-13 (서변동),Y,128.5986441,35.92039316,생선회,,
공화춘,일반음식점,07_24_04_P,2001-02-24,음식점,053-939-6399,702-894,대구광역시 북구 서변동 1788번지 ,41476,대구광역시 북구 호국로43길 7-11 (서변동),Y,128.5986447,35.9205175,짬뽕,,
비스트로피자동서변점,일반음식점,07_24_04_P,2019-10-21,음식점,050-8201-7978,702-894,대구광역시 북구 서변동 1750번지 ,41477,"대구광역시 북구 호국로43길 31, 1층 (서변동)",Y,128.5956958,35.92099541,피자,"월 11:30 - 01:00, 화 11:30 - 01:00, 수 11:30 - 01:00, 목 11:30 - 01:00, 금 11:30 - 01:00, 토 11:30 - 01:00, 일 11:30 - 01:00",
반딧불,일반음식점,07_24_04_P,2019-12-03,음식점,,702-894,대구광역시 북구 서변동 1750번지 ,41477,"대구광역시 북구 호국로43길 31, 1층 (서변동)",Y,128.5956958,35.92099541,커피류,"월 10:00 - 23:00, 화 10:00 - 23:00, 수 10:00 - 23:00, 목 10:00 - 23:00, 금 10:00 - 23:00",
미쓰램,일반음식점,07_24_04_P,2015-06-01,음식점,053-941-7737,702-894,대구광역시 북구 서변동 1746-1번지 ,41477,"대구광역시 북구 호국로43길 28-8, 1층 (서변동)",Y,128.5962041,35.92156971,양꼬치,"월 17:00 - 00:00, 화 17:00 - 00:00, 수 17:00 - 00:00, 목 17:00 - 00:00, 금 17:00 - 00:00, 토 17:00 - 00:00, 일 17:00 - 23:00",첫째 일 휴무
대성식당,일반음식점,07_24_04_P,2007-12-10,음식점,053-958-7080,702-894,대구광역시 북구 서변동 1746-2번지 ,41477,대구광역시 북구 호국로43길 28-6 (서변동),Y,128.5961992,35.92145857,"갈치찌개 정식,갈치구이 정식","월 09:30 - 21:30, 화 09:30 - 21:30, 수 09:30 - 21:30, 목 09:30 - 21:30, 금 09:30 - 21:30, 토 09:30 - 21:30, 일 09:30 - 21:30",
스테이(stay),일반음식점,07_24_04_P,2012-09-21,음식점,053-956-5235,702-894,대구광역시 북구 서변동 1746-3번지 ,41477,대구광역시 북구 호국로43길 28-4 (서변동),Y,128.5961943,35.92134744,"커피, 음료",,
산호아나고곰장어,일반음식점,07_24_04_P,2009-08-04,음식점,053-959-2345,702-894,대구광역시 북구 서변동 1746 ,41477,대구광역시 북구 호국로43길 28-12 (서변동),Y,128.5962089,35.92168076,아나고,"월 16:00 - 01:00, 화 16:00 - 01:00, 수 16:00 - 01:00, 목 16:00 - 01:00, 금 16:00 - 01:00, 토 16:00 - 01:00, 일 16:00 - 01:00",
토토루치킨,일반음식점,07_24_04_P,2009-12-02,음식점,053-312-5757,702-894,대구광역시 북구 서변동 1746-4번지 ,41477,대구광역시 북구 호국로43길 28 (서변동),Y,128.5961878,35.92124885,죽,"월 09:30 - 22:00, 화 09:30 - 22:00, 수 09:30 - 22:00, 목 09:30 - 22:00, 금 09:30 - 22:00, 토 09:30 - 22:00, 일 09:30 - 22:00",
윤아저씨빈대떡,일반음식점,07_24_04_P,2003-08-06,음식점,053-323-5177,702-894,대구광역시 북구 서변동 1750-15번지 ,41477,대구광역시 북구 호국로43길 27-8 (서변동),Y,128.5958977,35.92078826,"삼겹살, 오리",,
가야산돼지국밥,일반음식점,07_24_04_P,2004-09-22,음식점,053-955-0207,702-894,대구광역시 북구 서변동 1751-2 ,41477,"대구광역시 북구 호국로43길 27-7, 1층 (서변동)",Y,128.596188,35.92078747,돼지국밥,,
봉수아피자,일반음식점,07_24_04_P,2017-07-03,음식점,050-8201-8667,702-894,대구광역시 북구 서변동 1750-16번지 ,41477,"대구광역시 북구 호국로43길 27-6, 1층 (서변동)",Y,128.5958958,35.92089877,피자,"월 11:00 - 01:00, 화 11:00 - 01:00, 수 11:00 - 01:00, 목 11:00 - 01:00, 금 11:00 - 01:00, 토 11:00 - 01:00, 일 11:00 - 01:00",
대명돼지국밥,일반음식점,07_24_04_P,2003-03-27,음식점,053-951-0161,702-894,대구광역시 북구 서변동 1750-13 ,41477,대구광역시 북구 호국로43길 27-12 (서변동),Y,128.5958999,35.920567,돼지국밥,"월 10:00 - 22:00, 화 10:00 - 22:00, 수 10:00 - 22:00, 목 10:00 - 22:00, 금 10:00 - 22:00, 토 10:00 - 22:00, 일 10:00 - 22:00",
뼈다귀해장국,일반음식점,07_24_04_P,2017-10-12,음식점,053-939-5580,702-894,대구광역시 북구 서변동 1750-14번지 ,41477,"대구광역시 북구 호국로43길 27-10, 1층 (서변동)",Y,128.5958992,35.92067767,뼈다귀해장국,"월 10:30 - 22:00, 화 10:30 - 22:00, 수 10:30 - 22:00, 목 10:30 - 22:00, 금 10:30 - 22:00, 토 10:30 - 22:00, 일 10:30 - 22:00",
서변문구,휴게음식점,07_24_05_P,2020-12-21,음식점,053-943-4525,702-894,대구광역시 북구 서변동 1751 ,41477,"대구광역시 북구 호국로43길 27, 1층 (서변동)",Y,128.5961855,35.92099485,,,
동명카츠,일반음식점,07_24_04_P,2014-09-18,음식점,053-951-1751,702-894,대구광역시 북구 서변동 1751번지 ,41477,"대구광역시 북구 호국로43길 27, 1층 (서변동)",Y,128.5961855,35.92099485,돈까스,"월 11:00 - 20:00, 화 11:00 - 20:00, 수 11:00 - 20:00, 목 11:00 - 20:00, 금 11:00 - 20:00, 토 11:00 - 20:00, 일 11:00 - 20:00",
옛날수제손만두찐빵,일반음식점,07_24_04_P,2009-09-18,음식점,053-325-6696,702-894,대구광역시 북구 서변동 1751번지 ,41477,대구광역시 북구 호국로43길 27 (서변동),Y,128.5961855,35.92099485,돼지고기구이,"월 00:00 - 00:00, 화 00:00 - 00:00, 수 00:00 - 00:00, 목 00:00 - 00:00, 금 00:00 - 00:00, 토 00:00 - 00:00, 일 00:00 - 00:00",
김스타치킨서변점,일반음식점,07_24_04_P,2003-11-13,음식점,0507-1497-9985,702-894,대구광역시 북구 서변동 1751-17 ,41477,대구광역시 북구 호국로43길 25 (서변동),Y,128.5963881,35.92099243,치킨,"월 14:00 - 02:00, 화 14:00 - 02:00, 수 14:00 - 02:00, 목 14:00 - 02:00, 금 14:00 - 02:00, 토 14:00 - 02:00, 일 14:00 - 02:00",
삼진한식당,일반음식점,07_24_04_P,2004-07-29,음식점,053-381-7634,702-835,대구광역시 북구 산격동 632-10번지 ,41502,대구광역시 북구 호국로3길 17 (산격동),Y,128.6013098,35.90336309,한식,,
서민집,일반음식점,07_24_04_P,2010-09-10,음식점,053-475-9292,702-894,대구광역시 북구 서변동 1788-4 ,41476,대구광역시 북구 호국로39길 6-20 (서변동),Y,128.5986422,35.91998641,한우로스구이,"월 10:30 - 22:00, 화 10:30 - 22:00, 수 10:30 - 22:00, 목 10:30 - 22:00, 금 10:30 - 22:00, 토 10:30 - 22:00, 일 10:30 - 22:00",
본전,일반음식점,07_24_04_P,2020-05-20,음식점,,702-894,대구광역시 북구 서변동 1788-5번지 ,41476,"대구광역시 북구 호국로39길 6-18, 1층 (서변동)",Y,128.5986418,35.91985097,,,
서변돈가,일반음식점,07_24_04_P,2008-03-31,음식점,053-719-0322,702-894,대구광역시 북구 서변동 1788-7 ,41476,대구광역시 북구 호국로39길 6-12 (서변동),Y,128.5986408,35.91959281,돼지고기구이,,
탐탐주막촌,일반음식점,07_24_04_P,2010-09-29,음식점,053-939-0900,702-894,대구광역시 북구 서변동 1755-8번지 ,41477,대구광역시 북구 호국로39길 30 (서변동),Y,128.5958917,35.91917107,"전류,돼지껍데기","월 16:00 - 23:59, 화 16:00 - 23:59, 수 16:00 - 23:59, 목 16:00 - 23:59, 금 16:00 - 23:59, 토 16:00 - 23:59, 일 16:00 - 23:59",
우향구이,일반음식점,07_24_04_P,2005-10-17,음식점,053-939-4490,702-894,대구광역시 북구 서변동 1758-8번지 ,41477,대구광역시 북구 호국로39길 29 (서변동),Y,128.5959144,35.918898,"생고기, 육회",,
지코바치킨,일반음식점,07_24_04_P,2002-08-28,음식점,053-954-9277,702-894,대구광역시 북구 서변동 1755-10번지 ,41477,대구광역시 북구 호국로39길 28-7 (서변동),Y,128.5958938,35.91938002,치킨,"월 12:00 - 23:30, 화 12:00 - 23:30, 수 12:00 - 23:30, 목 12:00 - 23:30, 금 12:00 - 23:30, 토 12:00 - 23:30, 일 12:00 - 23:30",
유림수제돈까스,일반음식점,07_24_04_P,2012-06-19,음식점,053-214-5749,702-894,대구광역시 북구 서변동 1755-9번지 (1층) ,41477,"대구광역시 북구 호국로39길 28-3, 1층 (서변동)",Y,128.5958927,35.91927109,"맥주, 감자튀김",,
맛찬들왕소금구이,일반음식점,07_24_04_P,2009-02-18,음식점,053-939-9779,702-894,대구광역시 북구 서변동 1756-8번지 1756-9 ,41477,"대구광역시 북구 호국로39길 26 (서변동, (1756-8,1756-9))",Y,128.5961837,35.91991883,"삼겹살,목살","월 11:50 - 22:20, 화 11:50 - 22:20, 수 11:50 - 22:20, 목 11:50 - 22:20, 금 11:50 - 22:20, 토 11:50 - 22:20, 일 11:50 - 22:20",
이가네찜,일반음식점,07_24_04_P,2005-12-09,음식점,053-956-5134,702-894,대구광역시 북구 서변동 1759-11 ,41477,대구광역시 북구 호국로39길 25 (서변동),Y,128.5963726,35.91891245,"아귀찜, 해물찜",,
"오늘,이닭",휴게음식점,07_24_05_P,2020-03-20,음식점,053-939-7599,702-894,대구광역시 북구 서변동 1787-9 ,41476,"대구광역시 북구 호국로39길 2, 1층 (서변동)",Y,128.5989351,35.91934982,"치킨, 닭강정",,
영진식당,일반음식점,07_24_04_P,2019-05-30,음식점,,702-320,대구광역시 북구 동호동 233번지 ,41407,"대구광역시 북구 호국로176길 23, 1층 (동호동)",Y,128.5582673,35.96152281,,,
대구시민전문장례식장,일반음식점,07_24_04_P,2019-10-07,음식점,053-324-4444,702-320,대구광역시 북구 동호동 457번지 ,41407,"대구광역시 북구 호국로 898, 지하1층 (동호동)",Y,128.5572997,35.9604851,,,
맛깔참죽,일반음식점,07_24_04_P,2016-02-26,음식점,053-322-6282,702-911,대구광역시 북구 학정동 372-1번지 ,41404,"대구광역시 북구 호국로 807-45, 2층 (학정동)",Y,128.5655024,35.95531686,완도전복죽,"월 09:00 - 21:00, 화 09:00 - 21:00, 수 09:00 - 21:00, 목 09:00 - 21:00, 금 09:00 - 21:00, 토 09:00 - 21:00, 일 09:00 - 21:00",
행복,일반음식점,07_24_04_P,2012-02-21,음식점,053-322-6075,702-911,대구광역시 북구 학정동 372-1번지 ,41404,대구광역시 북구 호국로 807-45 (학정동),Y,128.5655024,35.95531686,분식,,
차니네칼국수,일반음식점,07_24_04_P,2012-02-06,음식점,053-325-6606,702-911,대구광역시 북구 학정동 376-1번지 ,41404,대구광역시 북구 호국로 807-39 (학정동),Y,128.5659935,35.95588384,"칼국수, 만두","월 09:30-17:00, 화 09:30-17:00, 수 09:30-17:00, 목 09:30-17:00, 금 09:30-17:00 토 10:00-14:00",일 휴무
본죽비빔밥칠곡경북대점,일반음식점,07_24_04_P,2016-11-28,음식점,053-322-6288,702-911,대구광역시 북구 학정동 468-2번지 ,41404,"대구광역시 북구 호국로 807-35, A동 1층 (학정동)",Y,128.5661837,35.95604266,본죽비빔밥,"월 09:00 - 21:00, 화 09:00 - 21:00, 수 09:00 - 21:00, 목 09:00 - 21:00, 금 09:00 - 21:00, 토 09:00 - 21:00, 일 09:00 - 21:00",
경대식당,일반음식점,07_24_04_P,2016-04-28,음식점,053-323-7727,702-911,대구광역시 북구 학정동 468-2번지 ,41404,"대구광역시 북구 호국로 807-35, A동 1층 (학정동)",Y,128.5661837,35.95604266,뷔페,,
장수제례,일반음식점,07_24_04_P,2020-08-21,음식점,,702-911,대구광역시 북구 학정동 468-1 ,41404,"대구광역시 북구 호국로 807-29, 1층 (학정동)",Y,128.5662864,35.95654136,,,
빨라쪼칠곡경북대학교병원점,휴게음식점,07_24_05_P,2018-05-23,음식점,053-311-2394,702-911,대구광역시 북구 학정동 474번지 칠곡경북대학교병원 ,41404,"대구광역시 북구 호국로 807, 칠곡경북대학교병원 지하1층 (학정동)",Y,128.5641509,35.95621084,"젤라또,커피","월 08:00 - 20:00, 화 08:00 - 20:00, 수 08:00 - 20:00, 목 08:00 - 20:00, 금 08:00 - 20:00",
개정경대병원칠곡점,일반음식점,07_24_04_P,2020-11-20,음식점,053-326-7051,702-911,대구광역시 북구 학정동 474 칠곡경북대학교병원 ,41404,"대구광역시 북구 호국로 807, 칠곡경북대학교병원 지하1층 (학정동)",Y,128.5641509,35.95621084,전주 특육회비빔밥,,
(주)캠퍼스칠곡경북대병원장례식장,일반음식점,07_24_04_P,2011-01-24,음식점,053-200-2500,702-911,대구광역시 북구 학정동 474 (1층) ,41404,"대구광역시 북구 호국로 807 (학정동,(1층))",Y,128.5641509,35.95621084,,,
대통영가든,일반음식점,07_24_04_P,2001-07-27,음식점,,702-891,대구광역시 북구 서변동 495-1번지 ,41410,대구광역시 북구 호국로 300-2 (서변동),Y,128.5994625,35.92887446,,,
명륜진사갈비서변연경점,일반음식점,07_24_04_P,2016-03-30,음식점,053-942-5353,702-894,대구광역시 북구 서변동 1779-10 ,41475,"대구광역시 북구 호국로 235, 2층 (서변동)",Y,128.5990221,35.92288904,숯불돼지갈비,"월 12:00 - 22:30, 화 12:00 - 22:30, 수 12:00 - 22:30, 목 12:00 - 22:30, 금 12:00 - 22:30, 토 12:00 - 22:30, 일 12:00 - 22:30",
단홍집,일반음식점,07_24_04_P,2018-10-11,음식점,053-755-5500,702-894,대구광역시 북구 서변동 1779-10 ,41475,"대구광역시 북구 호국로 235, 1층 (서변동)",Y,128.5990221,35.92288904,돼지고기구이,"월 15:00 - 00:00, 화 15:00 - 00:00, 수 15:00 - 00:00, 목 15:00 - 00:00, 금 15:00 - 00:00, 토 15:00 - 00:00, 일 15:00 - 00:00",
까치산,일반음식점,07_24_04_P,2004-11-22,음식점,053-951-1515,702-894,대구광역시 북구 서변동 1783-1 ,41475,대구광역시 북구 호국로 233 (서변동),Y,128.5990252,35.92272292,"육회, 갈비","월 17:00 - 23:00, 화 17:00 - 23:00, 수 17:00 - 23:00, 목 17:00 - 23:00, 금 17:00 - 23:00, 토 17:00 - 23:00, 일 17:00 - 23:00",
일풍갈비,일반음식점,07_24_04_P,2005-08-24,음식점,053-956-8292,702-894,대구광역시 북구 서변동 1783-2번지 ,41475,대구광역시 북구 호국로 231 (서변동),Y,128.5990246,35.92253693,갈비,,
수정식당,일반음식점,07_24_04_P,2000-01-14,음식점,053-382-5882,702-835,대구광역시 북구 산격동 620-32 ,41502,대구광역시 북구 호국로 23 (산격동),Y,128.6025742,35.90468928,한식,,
스마일명품찹쌀꽈배기,휴게음식점,07_24_05_P,2019-04-22,음식점,053-944-3344,702-894,대구광역시 북구 서변동 1786번지 대성골든프라자1차 ,41475,"대구광역시 북구 호국로 219, 대성골든프라자1차 1층 113호 (서변동)",Y,128.5988346,35.92136204,"꽈배기, 도넛","월 10:00 - 21:00, 화 10:00 - 21:00, 수 10:00 - 21:00, 목 10:00 - 21:00, 금 10:00 - 21:00, 토 10:00 - 21:00, 일 10:00 - 21:00",
왼떡,일반음식점,07_24_04_P,2019-11-27,음식점,,702-894,대구광역시 북구 서변동 1786번지 대성골든프라자1차 ,41475,"대구광역시 북구 호국로 219, 대성골든프라자1차 1층 104호 (서변동)",Y,128.5988346,35.92136204,,,
피엠푸드동서변점,휴게음식점,07_24_05_P,2015-04-20,음식점,,702-894,대구광역시 북구 서변동 1786번지 ,41475,"대구광역시 북구 호국로 219, 1층 133호 (서변동, 대성골든프라자1차)",Y,128.5988346,35.92136204,,,
배스킨라빈스대구동서변점,휴게음식점,07_24_05_P,2012-02-29,음식점,053-952-2929,702-894,대구광역시 북구 서변동 1786 대성골든프라자 122.123호,41475,"대구광역시 북구 호국로 219, 122.123호 (서변동, 대성골든프라자)",Y,128.5988346,35.92136204,아이스크림,"월 10:00 - 23:00, 화 10:00 - 23:00, 수 10:00 - 23:00, 목 10:00 - 23:00, 금 10:00 - 23:00, 토 10:00 - 23:00, 일 10:00 - 23:00",
뺑드미02베이커리,제과점영업,07_22_18_P,2013-11-22,음식점,053-201-8080,702-894,대구광역시 북구 서변동 1786번지 101호,41475,"대구광역시 북구 호국로 219, 101호 (서변동)",Y,128.5988346,35.92136204,미니케이크,"월 08:00 - 22:00, 화 08:00 - 22:00, 수 08:00 - 22:00, 목 08:00 - 22:00, 금 08:00 - 22:00, 토 08:00 - 22:00, 일 08:00 - 22:00",
